symbol	kind	family	reference_source	firestaff_mapping	status	notes
F0679_DrawD2R2	F	DrawD2R2	DUNVIEW.C:6868	include/redmcsb_f0678_f0679_d2_side_pc34_compat.h	IMPLEMENTED_NARROW	PC D2R2 normal/flipped wall panel or teleporter field only, over caller-owned callbacks.
F0680_CopyPixelsToScreenWithoutTransparency	F	CopyPixelsToScreenWithoutTransparency	IMAGE5.C:936-1010	include/redmcsb_f0680_copy_pixels_to_screen_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 C25 VGA packed-nibble expansion, colour offset, and odd-pixel boundaries are source-locked and covered by a focused strict C11 test.
F0681_CopyPixelLineToScreenWithoutTransparencyFlippedHorizontally	F	CopyPixelLineToScreenWithoutTransparencyFlippedHorizontally	IMAGE3.C:7-176	include/redmcsb_f0681_copy_pixel_line_flipped_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 C25 VGA horizontal flip preserves packed-nibble order, opaque zero and aperture colour-offset semantics; focused strict C11 test.
F0682_CopyPixelLineToScreenWithTransparency	F	CopyPixelLineToScreenWithTransparency	VIDEODRV.C:2377-2460	include/redmcsb_f0682_copy_pixel_line_transparent_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 C25 VGA transparent copy preserves source nibbles, untouched destination pixels and raw source colour-offset OR semantics; focused strict C11 test.
F0683_CopyPixelLineToScreenWithTransparencyFlippedHorizontally	F	CopyPixelLineToScreenWithTransparencyFlippedHorizontally	IMAGE3.C:612-829	include/redmcsb_f0683_c25_vga_flipped_transparent_copy_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 C25 VGA horizontal transparent flip preserves reverse packed-nibble traversal, aperture writes and raw colour-offset OR semantics; focused strict C11 test.
F0684_Blit	F	Blit	IMAGE3.C:831	include/redmcsb_f0684_blit_c25_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 caller-owned line dispatcher plus PC 3.4 C25 source-to-aperture bitmap blit with M104 round-up strides, opaque/transparent, and all flip routes.
F0685_IMG3_LineColorFilling	F	IMG3	IMAGE4.C:48-111	include/image_backend_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 packed-nibble line fill preserves odd/even destination-nibble mutation and feeds F0689; focused strict-C11 CMake test passes.
F0686_IMG_CopyFromPreviousLine	F	IMG	IMAGE2.C:19-88	include/image_backend_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 previous-line copy preserves source pixel order and odd destination-nibble replacement for F0689; focused strict-C11 CMake test passes.
F0687_IMG3_GetNibble	F	IMG3	IMAGE2.C:91-99	include/image_backend_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 IMG3 source reader preserves high-then-low packed-nibble order and global source cursor advancement; focused strict-C11 CMake test passes.
F0688_IMG3_GetPixelCount	F	IMG3	IMAGE2.C:101-117	include/image_backend_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 count decoder preserves short, extended, and signed 16-bit long forms through F0689; focused strict-C11 CMake test passes.
F0689_IMG_ExpandGraphicToBitmap	F	IMG	IMAGE2.C:339	include/redmcsb_f0689_img3_expand_pc34_compat.h	IMPLEMENTED_NARROW	PC I34 real IMG3 header/local-palette/command expansion for bounded even-stride images; no material fallback.
F0690_CopyPixelLineToScreenWithoutTransparency	F	CopyPixelLineToScreenWithoutTransparency	IMAGE3.C:932-937	include/redmcsb_f0690_copy_pixel_line_to_screen_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 video-driver line forwarder preserves the exact VIDRV_00 argument ordering; focused strict C11 test.
F0691_IMG_ExpandGraphicToScreen	F	IMG	IMAGE3.C:1072-1163	include/redmcsb_f0691_draw_compressed_img3_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 IMG3 local-palette/RLE row expansion through the F0690-style sink is source-locked and covered by a focused strict C11 test.
F0692_FillBox	F	FillBox	IMAGE3.C:1166-1203	include/redmcsb_f0692_fill_box_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 packed-4bpp zone fill preserves even row-width arithmetic and neighbour nibbles; focused strict C11 test.
F0693_WaitVerticalBlank	F	WaitVerticalBlank	VBLANK.C:626	include/dm1_v1_f0693_f0699_video_material_pc34_compat.h	IMPLEMENTED_NARROW	DM1 raw-PC34 video receipt waits for a real host VBlank after accepted vector-255 initialization and inversion; missing provenance is no-draw.
F0694_SetMultipleColorsInPalette	F	SetMultipleColorsInPalette	IMAGE.C;VIDEODRV.C	include/redmcsb_f0694_set_multiple_colors_in_palette_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 C25 VGA multi-colour palette update and curtain upload are source-locked; focused strict C11 test.
F0695_SetCreatureReplacementColors	F	SetCreatureReplacementColors	IMAGE.C:151-155;VIDEODRV.C:3543-3564	include/redmcsb_f0695_set_creature_replacement_colors_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 six-palette creature colour replacement and cache invalidation are source-locked; focused strict C11 test.
F0696_UpdateMessageArea	F	UpdateMessageArea	DRAWMSGA.C:50-115	include/redmcsb_f0696_update_message_area_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 message-area update sequencing is source-locked; focused strict C11 test.
F0697_HatchScreenBox	F	HatchScreenBox	IMAGE.C:160-178	include/redmcsb_f0697_hatch_screen_box_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 zone coordinates forward through the source video-driver hatch callback; focused strict C11 test.
F0698_InvertBox	F	InvertBox	IMAGE.C:231-294	include/dm1_v1_f0693_f0699_video_material_pc34_compat.h	IMPLEMENTED_NARROW	DM1 raw-PC34 video receipt validates its inclusive 320x200 source zone before forwarding the host inversion.
F0699_InitVideoInterrupt	F	InitVideoInterrupt	IMAGE.C	include/dm1_v1_f0693_f0699_video_material_pc34_compat.h	IMPLEMENTED_NARROW	DM1 raw-PC34 video receipt performs source vector-255 initialization before the admitted F0698/F0693 sequence.
F0700_TriggerImmediateMouseEvent	F	TriggerImmediateMouseEvent	CHAMPION.C	include/redmcsb_f0700_trigger_immediate_mouse_event_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 immediate mouse-event driver route; focused strict C11 test.
F0702_BuildObjectMousePointerIcon	F	BuildObjectMousePointerIcon	IO.C	include/redmcsb_f0702_build_object_mouse_pointer_icon_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 object mouse-pointer icon construction is source-locked; focused strict C11 test.
F0703_ReleaseChampionIcon	F	ReleaseChampionIcon	IO.C:3298-3304	include/redmcsb_f0703_release_champion_icon_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 champion-icon release dispatches F0070 only for a live icon; focused strict C11 test.
F0706_GetMouseState	F	GetMouseState	IO.C:3746	include/f0706_get_mouse_state_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 IODRV_13 mouse-state dispatch preserves all output pointers and driver-owned values; focused strict C11 test.
F0707_ResetSoundBufferAddress	F	ResetSoundBufferAddress	IO.C:3771-3785	include/dm1_v1_f0707_reset_sound_buffer_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 sound descriptor buffer reset rejects unavailable graphics and only clears a valid cached buffer; focused strict C11 test.
F0709_StartSound	F	StartSound	IO.C:3832-3843	include/redmcsb_f0709_start_sound_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 descriptor route preserves the source guard, buffer, signed volume and F0060 period 6000; focused strict C11 test.
F0710_WaitSoundPlayComplete	F	WaitSoundPlayComplete	IO.C:3874-3879	include/redmcsb_f0710_wait_sound_play_complete_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 delegates sound completion exactly once to IODRV_16 without local polling or timing policy; focused strict C11 test.
F0711_ConvertScanCodeToASCII	F	ConvertScanCodeToASCII	IO2.C:168-177;IBMIO.C:35-294;683-696	include/f0711_convert_scan_code_to_ascii_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 literal 128-entry scan-code tables preserve the bit-9 uppercase selector and 0x7F index mask; focused strict C11 test.
F0712_AnyKeyboardOrMouseInput	F	AnyKeyboardOrMouseInput	IO2.C:262-274	include/redmcsb_f0712_any_keyboard_or_mouse_input_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 reads IODRV_13 state before short-circuiting on mouse buttons or IODRV_01 keyboard input; focused strict C11 test.
F0713_InitIOInterrupt	F	InitIOInterrupt	IO.C:3883-3903	include/redmcsb_f0713_init_io_interrupt_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 acquires vector 254, assigns both I/O-driver globals, installs F0782 through IODRV_14 and retains DS; focused strict C11 test.
F0714_GetReadFirstSectorResult	F	GetReadFirstSectorResult	IO.C:3907-3920	include/redmcsb_f0714_get_read_first_sector_result_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 forwards the signed drive ordinal to IODRV_18 and returns its signed result unchanged; focused strict C11 test.
F0715_GetConvertedDeviceType	F	GetConvertedDeviceType	IO.C:3922-3926	include/redmcsb_f0715_get_converted_device_type_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 forwards the signed drive ordinal to IODRV_20 and returns the signed result unchanged; focused strict C11 test.
F0716_CallRazAXInIBMIO	F	CallRazAXInIBMIO	IO.C:3928-3932;DEFS.H:4319	include/redmcsb_f0716_call_razax_in_ibmio_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 forwards the signed argument once to void IODRV_17; source declaration is int16_t but its body has no return; focused strict C11 test.
F0717_GetVolumeName	F	GetVolumeName	IO.C:3934-3939	include/redmcsb_f0717_get_volume_name_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 forwards signed drive ordinal and caller-owned name buffer unchanged to G2161 IODRV_19; focused strict C11 test.
F0718_GetTime	F	GetTime	IO.C:3941-3945	include/redmcsb_f0718_get_time_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 returns the signed IODRV_21 time value unchanged; focused strict C11 test.
F0719_PlayMusicTrack	F	PlayMusicTrack	IO.C:3950-3959	include/redmcsb_f0719_play_music_track_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 gates IODRV_23 audio-CD track dispatch exclusively on G2024 pending music; focused strict C11 test.
F0720_ShrinkBLT_Sub1	F	ShrinkBLT	BLTSHRNK.C:F0720	include/redmcsb_f0720_shrinkblt_sub1_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 packed 4bpp shrink inner loop preserves 6-bit fixed-point sampling, nibble order and complete-byte writes; focused strict C11 byte test.
F0721_ShrinkBLT_Sub2	F	ShrinkBLT	BLTSHRNK.C:113-169	include/redmcsb_f0721_shrink_blt_sub2_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 palette-change shrink inner loop preserves 6-bit fixed-point sampling, source nibble selection and palette remap order; focused strict C11 byte test.
F0731_InvertZone	F	InvertZone	INVRTZON.C:2-17	include/dm1_v1_f0731_f0734_inventory_zone_material_pc34_compat.h	IMPLEMENTED_NARROW	DM1 raw C009 raster receipt validates the original four caster-tab zone positions in each PC34 five-zone family before caller-owned inversion.
F0732_FillScreenArea	F	FillScreenArea	BLITFILL.C:199-209;FILLBOX.C:425-440	include/redmcsb_f0732_fill_screen_area_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 converts ZONE to inclusive BOX and forwards NULL bitmap, untouched color bits and width 320; focused strict C11 test.
F0733_FillZoneByIndex	F	FillZoneByIndex	BLITFILL.C:225-238;COORD.C:2490-2495	include/redmcsb_f0733_fill_zone_by_index_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 resolves F0638 zone then fills the 320x200 screen without invented zone coordinates; focused strict C11 test.
F0734_ClearZoneInInventory	F	ClearZoneInInventory	BLITFILL.C:242-251;478-487	include/dm1_v1_f0731_f0734_inventory_zone_material_pc34_compat.h	IMPLEMENTED_NARROW	DM1 raw C017 raster receipt admits C562/C564/C566/C568 only within the original 224x136 inventory viewport, then forwards C12 clear to the caller-owned surface.
F0735_FillViewportBox	F	FillViewportBox	BLITFILL.C:F0735	include/redmcsb_f0735_fill_viewport_box_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4 forwards unchanged XYZ/color to the viewport fill route with width 224 and no height argument; focused strict C11 test.
F0738_MUSIC_Continue	F	MUSIC	MUSIC.C:513-524	include/redmcsb_f0738_music_continue_pc34_compat.h	IMPLEMENTED_NARROW	PC 3.4/I34E is intentionally a no-op: MUSIC.C only has F31J-gated statements; focused strict C11 test and CTest registration.
F0739_MUSIC_Stop	F	MUSIC	DEFS.H:9446	src/csb/csb_v1_runtime_pc34_compat.c:2641	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0740_MUSIC_Pause	F	MUSIC	ANIM.C:2329	include/memory_combat_pc34_compat.h:374	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0741_MUSIC_PlayGameMusic	F	MUSIC	DEFS.H:9452	src/dm1/dm1_v1_endgame_system_pc34_compat.c:371	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0742_MUSIC_SetTrack	F	MUSIC	FMTOWNS.H:399	src/nexus/nexus_v1_engine.c:89	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0743_MUSIC_Update	F	MUSIC	FMTOWNS.H:400	src/dm1/dm1_v1_sound_pc34_compat.c:8	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0744_ReplaceTildeInFileName	F	ReplaceTildeInFileName	FILENAME.C:60-81	include/redmcsb_f0744_replace_tilde_in_file_name_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 in-place tilde mutation: replace each '~' with the language character, or remove it by left-shifting when the character is zero. Focused strict C11 test covers replacement, adjacent removals and no-op input.
F0745_SetFileNamesAccordingToLanguage	F	SetFileNamesAccordingToLanguage	FILENAME.C:84-105	include/redmcsb_f0745_set_file_names_according_to_language_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 language mutation for dungeon, expansion, bonus, save and backup names: English removes markers; French and German replace them with F and G. Focused strict C11 test covers all supported variants.
F0746_IsEMSPresent	F	IsEMSPresent	STARTUP2.C:87-145	include/redmcsb_f0746_is_ems_present_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 EMMXXXX0 detection preserves the DotNotUseEMS bypass, IOCTL device/output-status gates, close behavior and raw SI return after post-open failures. Focused strict C11 and CTest coverage pass.
F0747_EMM_GetVersion	F	EMM	STARTUP2.C:148-158	include/redmcsb_f0747_emm_get_version_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 EMS AH=46h adapter returns the high nibble of AL. Focused strict C11 test covers boundary values and single dispatch.
F0748_Get_EMS_Memory	F	Get	STARTUP2.C:160-274	include/redmcsb_f0748_get_ems_memory_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 EMS 3/4 allocation routes preserve page-frame selection, 64-entry capacity, contiguous EMS 4 run selection, EMS 3 four-page cap, page mapping and byte-count result. Focused strict C11 test passes.
F0749_EMM_ReleaseHandle	F	EMM	STARTUP2.C:276-286	include/redmcsb_f0749_emm_release_handle_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 nonzero EMS-handle release dispatch preserves signed handle value, repeat behavior and the original non-clearing state. Focused strict C11 test passes.
F0750_CPSX	F	CPSX	STARTUP2.C:293-332;AMIGINIT.C:673-690;ENDGAME.C:1020	include/redmcsb_f0750_cpsx_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 CPSX shutdown dispatch covers startup/endgame paths and preserves source-specific cleanup order. Focused strict C11 test passes.
F0751_GetBitmapByteCount	F	GetBitmapByteCount	STARTUP2.C:465-472;DEFS.H:3466	include/redmcsb_f0751_get_bitmap_byte_count_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC I34M two-pixels-per-byte bitmap-size formula. Focused strict C11 test passes.
F0752_AllocateAndSetNegativeBitmapPointer	F	AllocateAndSetNegativeBitmapPointer	STARTUP2.C:477-490	include/redmcsb_f0752_allocate_and_set_negative_bitmap_pointer_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 permanent graphic allocation followed by unconditional negative-pointer dispatch. Focused strict C11 test passes.
F0755_SetMemoryFlags	F	SetMemoryFlags	STARTUP2.C:1054-1079	include/redmcsb_f0755_set_memory_flags_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked sound-memory profile parser preserves six-flag clear, FD KiB value, FE terminator/cursor advance and FF failure rules. Focused strict C11 test passes.
F0756_EvaluateMemoryRequirements	F	EvaluateMemoryRequirements	STARTUP2.C:1081-1120	include/redmcsb_f0756_evaluate_memory_requirements_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 memory-requirement evaluation preserves profile dispatch and result selection. Focused strict C11 test passes.
F0757_LoadTexts	F	LoadTexts	LANGUAGE.C:15-41;STARTUP2.C:1369-1371	include/redmcsb_f0757_load_texts_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 C700 text loader preserves original language-file selection and load route without synthetic text. Focused strict C11 test passes.
F0758_TranslateLanguage	F	TranslateLanguage	LANGUAGE.C:43-51	include/redmcsb_f0758_translate_language_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 language-table lookup preserves source index and string selection. Focused strict C11 test passes.
F0763_LoadEndgameBitmapExpanded	F	LoadEndgameBitmapExpanded	MEMORY.C:2764-2773	include/redmcsb_f0763_load_endgame_bitmap_expanded_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 endgame bitmap allocation and source-load dispatch preserve the original size and sentinel behavior without synthetic bitmap data. Focused strict C11 test passes.
F0765_DUNGEONVIEW_DrawBitmapWithoutTransparency	F	DUNGEONVIEW	DUNVIEW.C:3159-3185	include/redmcsb_f0765_draw_bitmap_without_transparency_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 opaque dungeon bitmap draw preserves original crop/dispatch behavior without synthetic graphics. Focused strict C11 test passes.
F0766_BlitToScreen	F	BlitToScreen	BASE.C:1374-1391	include/redmcsb_f0766_blit_to_screen_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 bitmap-to-screen F0132_VIDEO_Blit dispatch preserves XYZ, zero source origin, source/screen widths, transparency and no-flip flag. Focused strict C11 test passes.
F0768_TEXT_PrintToZoneWithTrailingSpaces	F	TEXT	TEXT.C:1272-1315	include/redmcsb_f0768_print_to_zone_with_trailing_spaces_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 local 80-byte text copy, trailing-space padding and F0040_TEXT_Print dispatch. Focused strict C11 test passes.
F0770_FILE_Open	F	FILE	FILE.C:470-489	include/redmcsb_f0770_file_open_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=3Dh read/write open returns the signed handle or -1 on carry. Focused strict C11 test passes.
F0771_FILE_Close	F	FILE	FILE.C:490-497	include/redmcsb_f0771_file_close_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=3Eh close dispatch preserves the source's ignored status. Focused strict C11 test passes.
F0772_FILE_Read	F	FILE	FILE.C:499-549	include/redmcsb_f0772_file_read_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=3Fh read loop preserves 32 KiB chunking, exact byte-count success rule and buffer advance, with no non-source input guards. Focused strict C11 test passes.
F0773_FILE_Write	F	FILE	FILE.C:551-584	include/redmcsb_f0773_file_write_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=40h write loop preserves 32 KiB chunking, carry failure and exact byte-count success rule. Focused strict C11 test passes.
F0774_FILE_Seek	F	FILE	FILE.C:606-621	include/redmcsb_f0774_file_seek_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=42h beginning-relative seek preserves signed offset and carry-to-boolean result. Focused strict C11 test passes.
F0775_FILE_GetSize	F	FILE	FILE.C:647-680	include/redmcsb_f0775_file_get_size_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS EOF seek preserves current-mark save/restore and raw DX:AX result. Focused strict C11 test passes.
F0776_FILE_Create	F	FILE	FILE.C:683-701	include/redmcsb_f0776_file_create_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=3Ch create returns signed handle or -1 on carry. Focused strict C11 test passes.
F0777_FILE_Delete	F	FILE	FILE.C:703-712	include/redmcsb_f0777_file_delete_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=41h delete dispatch preserves original ignored-result behavior. Focused strict C11 test passes.
F0778_FILE_Rename	F	FILE	FILE.C:714-725	include/redmcsb_f0778_file_rename_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=56h rename dispatch preserves original ignored-result behavior. Focused strict C11 test passes.
F0779_FILE_Tell	F	FILE	FILE.C:624-646	include/redmcsb_f0779_file_tell_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked DOS AH=42h current-mark query preserves the signed 32-bit result with no host file I/O. Focused strict C11 test passes.
F0780_FILE_IsHandleInvalid	F	FILE	FILE.C:747-751	include/redmcsb_f0780_file_is_handle_invalid_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked signed file-handle invalidity predicate. Focused strict C11 test passes.
F0781_MouseHandler	F	MouseHandler	IO.C:687-755	include/redmcsb_f0781_mouse_handler_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 click/region dispatch and hand/object/champion pointer selection. Focused strict C11 test covers event, region and pointer branches.
F0783_LockMouse	F	LockMouse	IO.C:1675-1683	include/redmcsb_f0783_lock_mouse_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked direct IODRV_05 lock-mouse dispatch. Focused strict C11 test passes.
F0784_UnlockMouse	F	UnlockMouse	IO.C:1685-1692;CEDT026.C:171-175	include/redmcsb_f0784_unlock_mouse_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked direct IODRV_06 unlock-mouse dispatch. Focused strict C11 test passes.
F0785_SetMousePointerCoordinates	F	SetMousePointerCoordinates	IO.C:3739-3744;CEDT026.C:201-204	include/redmcsb_f0785_set_mouse_pointer_coordinates_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked direct IODRV_12 coordinate dispatch. Focused strict C11 test passes.
F0787_GetZoneInitializedFromCoordinates	F	GetZoneInitializedFromCoordinates	COORD.C:1840-1852	include/redmcsb_f0787_get_zone_initialized_from_coordinates_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked four-word XYZ zone initialization. Focused strict C11 test passes.
F0789_AllocateLayoutRange	F	AllocateLayoutRange	COORD.C:2536-2539	include/redmcsb_f0789_allocate_layout_range_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked permanent F0468_MEMORY_Allocate dispatch with MASK0x0400, without non-source allocator fallback. Focused strict C11 test passes.
F0791_DUNGEONVIEW_DrawBitmapXX	F	DUNGEONVIEW	DUNVIEW.C:3394-3473	include/redmcsb_f0791_dungeonview_draw_bitmap_xx_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 zone bitmap blit preserves DUNVIEW source crop, destination and transparency dispatch without synthetic pixels. Focused strict C11 test passes.
F0792_DUNGEONVIEW_DrawBitmapYYY	F	DUNGEONVIEW	DUNVIEW.C:3288-3301	include/redmcsb_f0792_dungeonview_draw_bitmap_yyy_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 dungeon-view bitmap draw preserves source crop, destination and transparency dispatch without synthetic graphics. Focused strict C11 test passes.
F0797_STARTEND_DrawEntranceMicroDungeon	F	STARTEND	ENTRANCE.C:58-81	include/redmcsb_f0797_startend_draw_entrance_micro_dungeon_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 C255 temporary 5x5 entrance map and F0128 south view from (2,0). Focused strict C11 test passes.
F0798_COMMAND_IsPointInZone	F	COMMAND	COORD.C:1915-1920;DEFS.H:171-176	include/redmcsb_f0798_command_is_point_in_zone_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked inclusive point-in-zone predicate. Focused strict C11 test passes.
F0799_SOUND_DisableUnavailableSounds	F	SOUND	SOUND.C:1397-1419	include/redmcsb_f0799_sound_disable_unavailable_sounds_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 sound graphic-index masking by the three memory-availability flags. Focused strict C11 test passes without synthetic audio.
F0802_IsMagicMap	F	IsMagicMap	PANEL.C:519-531;MENU.C:1874;DEFS.H:9762	include/redmcsb_f0802_is_magic_map_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 scroll class, F0168 text decode flags and exact magic-map text match. Focused strict C11 test passes.
F0803_DrawMagicMapIcon	F	DrawMagicMapIcon	PANEL.C:534-543	include/redmcsb_f0803_draw_magic_map_icon_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 magic-map icon draw dispatch. Focused strict C11 test passes without synthetic graphics.
F0804_DrawMagicMap	F	DrawMagicMap	PANEL.C:545-752	include/redmcsb_f0804_draw_magic_map_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 magic-map route preserves map bounds, icon dispatch and source callbacks. Focused strict C11 test passes without synthetic graphics.
F0805_CreatureNameScroll	F	CreatureNameScroll	PANEL.C:802-843	include/redmcsb_f0805_creature_name_scroll_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC 3.4 creature-name scroll state route. Focused strict C11 test passes without synthetic game data.
F0807_ENTRANCE_DrawAnimationStep	F	ENTRANCE	ENTRANCE.C:85-90	include/redmcsb_f0807_entrance_draw_animation_step_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked entrance animation-step blit dispatch through F0766. Focused strict C11 test passes.
F0808_SeekToCylinder0_Unreferenced	F	SeekToCylinder0	IO.C:3980-3995	include/redmcsb_f0808_seek_to_cylinder0_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked unreferenced disk recalibration IODRV dispatch. Focused strict C11 test passes with no synthetic floppy behavior.
F0809_CheckCopyProtectionSide0Track0_CPSX	F	CheckCopyProtectionSide0Track0	DEFS.H:9490	src/dm1/dm1_v1_input_poll_pc34_compat.c:357	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0810_CheckCopyProtectionSide0Track2_CPSX	F	CheckCopyProtectionSide0Track2	DEFS.H:9489	src/dm2/dm2_v1_projectile_pc34_compat.c:6	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0811_CheckCopyProtectionSide0Track0_Unreferenced	F	CheckCopyProtectionSide0Track0	IO.C:4122	src/dm2/dm2_v1_projectile_step_pc34_compat.c:179	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0812_CheckCopyProtectionSide0Track1_CPSX	F	CheckCopyProtectionSide0Track1	IO.C:4153-4172	include/redmcsb_f0812_check_copy_protection_side0_track1_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked PC-98 INT 1Bh sector-240 CRC-status gate through an explicit BIOS callback. Focused strict C11 test passes without synthetic disk behavior.
F0813_PlayMIDIMusic	F	PlayMIDIMusic	IO.C:4175-4179	include/redmcsb_f0813_play_midi_music_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked IODRV_27 command-0 MIDI handoff. Focused strict C11 test passes without synthetic audio.
F0814_TRansition_MIDIMusic	F	TRansition	IO.C:4181-4186	include/redmcsb_f0814_transition_midi_music_pc34_compat.h	IMPLEMENTED_NARROW	Source-locked IODRV_27 command-2 MIDI transition dispatch. Focused strict C11 test passes.
