symbol	family	source_file	source_line	semantic_role	semantic_domain	firestaff_mapping	firestaff_status	evidence
G1059_pc_DungeonFileName	global	DIALOG.C	218	classified dungeon-world global state	dungeon-world	declaration/reference DIALOG.C:218; 12 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference DIALOG.C:218; 12 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1060_pc_GameDiskVolumeName	global	AMIGA.H	188	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:188; 6 additional source reference(s); source-only platform state; no Firestaff parity claim
G1061_pc_SaveDiskVolumeName	global	FLOPPY.C	123	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:123; 11 additional source reference(s); source-only platform state; no Firestaff parity claim
G1062_pc_SavedGameFileName	global	AMIGA.H	190	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:190; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1063_pc_SavedGameBackupFileName	global	AMIGA.H	191	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:191; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1064_pc_ExpansionSetDungeonFileName	global	DIALOG.C	226	classified dungeon-world global state	dungeon-world	declaration/reference DIALOG.C:226; 11 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference DIALOG.C:226; 11 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1065_ai_Box1	global	COMMAND.C	1860	classified input-ui global state	input-ui	declaration/reference COMMAND.C:1860; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference COMMAND.C:1860; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1066_ai_Box2	global	COMMAND.C	1861	classified input-ui global state	input-ui	declaration/reference COMMAND.C:1861; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference COMMAND.C:1861; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1067_ai_Box3	global	COMMAND.C	1862	classified input-ui global state	input-ui	declaration/reference COMMAND.C:1862; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference COMMAND.C:1862; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1068_as_Champions	global	CHAMPION.C	25	classified champion-inventory global state	champion-inventory	declaration/reference CHAMPION.C:25; 7 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference CHAMPION.C:25; 7 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G1069_puc_Bitmap_SpellAreaLine	global	CASTER.C	57	classified dungeon-world global state	dungeon-world	declaration/reference CASTER.C:57; 7 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference CASTER.C:57; 7 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1070_puc_Bitmap_SpellAreaLines	global	MENU.C	525	classified dungeon-world global state	dungeon-world	declaration/reference MENU.C:525; 4 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference MENU.C:525; 4 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1071_ai_Box_SpellAreaLine	global	MENU.C	529	classified spell-timeline global state	spell-timeline	declaration/reference MENU.C:529; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	declaration/reference MENU.C:529; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c
G1072_ai_Box_SpellAreaLine2	global	MENU.C	530	classified spell-timeline global state	spell-timeline	declaration/reference MENU.C:530; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	declaration/reference MENU.C:530; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c
G1072_s_Box_SpellAreaLine2	global	IIGS.H	1105	classified spell-timeline global state	spell-timeline	declaration/reference IIGS.H:1105; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	declaration/reference IIGS.H:1105; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c
G1073_ai_Box_SpellAreaLine3	global	MENU.C	531	classified spell-timeline global state	spell-timeline	declaration/reference MENU.C:531; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	declaration/reference MENU.C:531; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c
G1073_s_Box_SpellAreaLine3	global	IIGS.H	1106	classified spell-timeline global state	spell-timeline	declaration/reference IIGS.H:1106; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	declaration/reference IIGS.H:1106; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_spell_casting_pc34_compat.c
G1074_ai_IconGraphicHeight	global	DATA.C	921	classified viewport-rendering global state	viewport-rendering	declaration/reference DATA.C:921; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference DATA.C:921; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1075_ai_Box_Title_Dungeon_Chaos	global	DATA.C	542	classified dungeon-world global state	dungeon-world	declaration/reference DATA.C:542; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference DATA.C:542; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1076_ai_Box_Entrance_DoorsUpperHalf	global	DATA.C	571	classified viewport-rendering global state	viewport-rendering	declaration/reference DATA.C:571; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference DATA.C:571; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1077_pui_ViewportMiddle	global	ENTRANCE.C	49	classified viewport-rendering global state	viewport-rendering	declaration/reference ENTRANCE.C:49; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:49; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1078_ac_AlertMsg	global	BASE.C	219	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference BASE.C:219; 4 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1079_i_DriveTimeout_CPSDF	global	COPYPRO2.C	75	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference COPYPRO2.C:75; 9 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1080_ps_Interrupt_CPSX	global	AMIGA.H	196	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:196; 13 additional source reference(s); source-only platform state; no Firestaff parity claim
G1081_ac_DriveDeviceName	global	FLOPPYAM.C	20	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPYAM.C:20; 7 additional source reference(s); source-only platform state; no Firestaff parity claim
G1082_ps_MsgPort	global	FLOPPYAM.C	25	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPYAM.C:25; 12 additional source reference(s); source-only platform state; no Firestaff parity claim
G1083_ps_StandardPacket	global	FLOPPYAM.C	29	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPYAM.C:29; 22 additional source reference(s); source-only platform state; no Firestaff parity claim
G1084_l_GameDiskChangeVerticalBlankCount	global	FLOPPY.C	16	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:16; 4 additional source reference(s); source-only platform state; no Firestaff parity claim
G1085_l_SaveDiskChangeVerticalBlankCount	global	FLOPPY.C	17	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:17; 4 additional source reference(s); source-only platform state; no Firestaff parity claim
G1086_VerticalBlankCount	global	ANIM.C	516	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference ANIM.C:516; 24 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1087_ps_VolumeInfoData	global	AMIGA.H	200	classified audio global state	audio	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:200; 7 additional source reference(s); source-only platform state; no Firestaff parity claim
G1088_auc_DriveDeviceName	global	FLOPPY.C	24	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:24; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1089_auc_DriveDeviceName	global	FLOPPY.C	23	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:23; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1090_ac_SavedGameInfoFileName	global	FLOPPY.C	1572	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:1572; 6 additional source reference(s); source-only platform state; no Firestaff parity claim
G1091_ac_SavedGameInfoFileContent	global	FLOPPY.C	1573	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:1573; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1092_B_GameDiskDriveNotEmpty	global	FLOPPY.C	58	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:58; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1093_B_SaveDiskDriveNotEmpty	global	FLOPPY.C	59	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference FLOPPY.C:59; 2 additional source reference(s); source-only platform state; no Firestaff parity claim
G1094_B_PreventBuildPointerScreenArea	global	IO.C	565	classified viewport-rendering global state	viewport-rendering	declaration/reference IO.C:565; 14 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference IO.C:565; 14 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1095_B_	global	IO.C	567	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference IO.C:567; 4 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1096_aps_MousePointerSprites	global	DEFS.H	6184	classified input-ui global state	input-ui	declaration/reference DEFS.H:6184; 23 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference DEFS.H:6184; 23 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1097_aps_MousePointerSpriteImages	global	IO.C	174	classified input-ui global state	input-ui	declaration/reference IO.C:174; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference IO.C:174; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1098_i_MousePointerType	global	IO.C	569	classified input-ui global state	input-ui	declaration/reference IO.C:569; 17 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference IO.C:569; 17 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1099_i_PreviousMousePointerType	global	IO.C	570	classified input-ui global state	input-ui	declaration/reference IO.C:570; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference IO.C:570; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G1100_l_HatchData	global	BLITFILL.C	26	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference BLITFILL.C:26; 2 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1101_l_	global	BLITFILL.C	27	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference BLITFILL.C:27; 2 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1102_ai_BlitMasks	global	BLIT.C	13	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference BLIT.C:13; 12 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1103_auc_InterfaceAndScrollsFont	global	CEDT019.C	18	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT019.C:18; 15 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1105_ps_RastPort	global	AMIGA.H	201	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:201; 4 additional source reference(s); source-only platform state; no Firestaff parity claim
G1106_ps_BitMap_NewMessageLine	global	AMIGA.H	202	classified dungeon-world global state	dungeon-world	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:202; 3 additional source reference(s); source-only platform state; no Firestaff parity claim
G1107_i_Height	global	SCRLTASK.C	96	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference SCRLTASK.C:96; 3 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1108_ps_IOExtTD_CPSX	global	COPYPROB.C	8	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference COPYPROB.C:8; 9 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1109_ps_MsgPort_CPSX	global	COPYPROB.C	10	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference COPYPROB.C:10; 3 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1110_ps_Interrupt_CPSX	global	AMIGA.H	203	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:203; 11 additional source reference(s); source-only platform state; no Firestaff parity claim
G1111_ps_IOExtTD_CPSX	global	COPYPROB.C	9	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference COPYPROB.C:9; 9 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1112_ps_MsgPort_CPSX	global	COPYPROB.C	11	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference COPYPROB.C:11; 3 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G1113_ps_Interrupt	global	AMIGA.H	204	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference AMIGA.H:204; 11 additional source reference(s); source-only platform state; no Firestaff parity claim
G1114_ps_Interrupt	global	VBLANK.C	6	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference VBLANK.C:6; 21 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1115_puc_SourceCompositeBitmapUpperHalfPlane0	global	ENTRANCE.C	33	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:33; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:33; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1116_puc_SourceCompositeBitmapUpperHalfPlane1	global	ENTRANCE.C	34	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:34; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:34; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1117_puc_SourceCompositeBitmapUpperHalfPlane2	global	ENTRANCE.C	35	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:35; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:35; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1118_puc_SourceCompositeBitmapUpperHalfPlane3	global	ENTRANCE.C	36	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:36; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:36; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1119_puc_SourceCompositeBitmapLowerHalfPlane0	global	ENTRANCE.C	37	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:37; 5 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:37; 5 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1120_puc_SourceCompositeBitmapLowerHalfPlane1	global	ENTRANCE.C	38	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:38; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:38; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1121_puc_SourceCompositeBitmapLowerHalfPlane2	global	ENTRANCE.C	39	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:39; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:39; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1122_puc_SourceCompositeBitmapLowerHalfPlane3	global	ENTRANCE.C	40	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:40; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:40; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1123_puc_TargetCompositeBitmapUpperHalfPlane0	global	ENTRANCE.C	41	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:41; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:41; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1124_puc_TargetCompositeBitmapUpperHalfPlane1	global	ENTRANCE.C	42	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:42; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:42; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1125_puc_TargetCompositeBitmapUpperHalfPlane2	global	ENTRANCE.C	43	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:43; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:43; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1126_puc_TargetCompositeBitmapUpperHalfPlane3	global	ENTRANCE.C	44	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:44; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:44; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1127_puc_TargetCompositeBitmapLowerHalfPlane0	global	ENTRANCE.C	45	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:45; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:45; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1128_puc_TargetCompositeBitmapLowerHalfPlane1	global	ENTRANCE.C	46	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:46; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:46; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1129_puc_TargetCompositeBitmapLowerHalfPlane2	global	ENTRANCE.C	47	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:47; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:47; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1130_puc_TargetCompositeBitmapLowerHalfPlane3	global	ENTRANCE.C	48	classified dungeon-world global state	dungeon-world	declaration/reference ENTRANCE.C:48; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference ENTRANCE.C:48; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1131_aui_Palette_MousePointer	global	DATA.C	777	classified viewport-rendering global state	viewport-rendering	declaration/reference DATA.C:777; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference DATA.C:777; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1132_i_Unreferenced	global	IO.C	114	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference IO.C:114; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1133_ai_Box_Entrance_DoorsLowerHalf	global	DATA.C	572	classified viewport-rendering global state	viewport-rendering	declaration/reference DATA.C:572; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference DATA.C:572; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G1134_ps_GraphicsDatFileHandle	global	MEMORY.C	12	classified save-load global state	save-load	declaration/reference MEMORY.C:12; 20 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference MEMORY.C:12; 20 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G1135_ac_Unreferenced	global	DATA.C	1362	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference DATA.C:1362; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1136_ac_Unreferenced	global	INPUT.C	87	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference INPUT.C:87; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1137_ac_Unreferenced	global	INPUT.C	99	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference INPUT.C:99; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1139_ac_Unreferenced	global	IO.C	572	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference IO.C:572; 1 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1141_l_Unreferenced	global	BASE.C	212	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference BASE.C:212; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1142_puc_Bitmap_MousePointerTemporaryBuffer	global	IO.C	166	classified dungeon-world global state	dungeon-world	declaration/reference IO.C:166; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference IO.C:166; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G1143_ai_Box_ViewportFloppy	global	PANEL.C	2260	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference PANEL.C:2260; 1 additional source reference(s); source-only platform state; no Firestaff parity claim
G1144_s_IOStdReq	global	DECOMPDU.C	7	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference DECOMPDU.C:7; 12 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1145_ps_MsgPort	global	DECOMPDU.C	8	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference DECOMPDU.C:8; 5 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G1146_ac_KeyboardMatrix	global	DECOMPDU.C	9	classified input-ui global state	input-ui	declaration/reference DECOMPDU.C:9; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference DECOMPDU.C:9; 3 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
