family	id	symbol	redmcsb_source	semantic_owner	classification	port_role	firestaff_mapping	disposition
L	4796	L4796_Bitmap_Screen	VDEO1.C:908	F9036_VDEO_12_BlitToScreenNoTransparency	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4797	L4797_ps_InfoData	FIO1.C:640	F1337_FIO1_13_Lock	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4798	L4798_ps_FileLock	FIO1.C:641	F1337_FIO1_13_Lock	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4799	L4799_ps_FIO1File	FIO1.C:639	F1337_FIO1_13_Lock	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4800	L4800_i_Result	FIO1.C:638	F1337_FIO1_13_Lock	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4818	L4818_ps_FIO1File	FIO1.C:74	F1318_FIO1_29_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4820	L4820_i_Result	FIO1.C:98	F1319_FIO1_28_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4821	L4821_ps_FIO1File	FIO1.C:99	F1319_FIO1_28_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4823	L4823_ps_FIO1File	FIO1.C:130	F1321_FIO1_07_SubstituteStringInFileName	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4824	L4824_ac_OutputFileName	FIO1.C:131	F1321_FIO1_07_SubstituteStringInFileName	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4825	L4825_ps_FIO1File	FIO1.C:148	F1322_FIO1_26_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4829	L4829_l_NoDiskInDrive	FLOPPYAM.C:784	F1362_IsFloppyDriveEmpty	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4830	L4830_l_DiskIsWriteProtected	FLOPPYAM.C:799	F1363_IsFloppyDiskWriteProtected	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4831	L4831_i_Counter	FIO1.C:953	F1348_IsFloppyDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4832	L4832_ps_FileLock	FIO1.C:954	F1348_IsFloppyDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4833	L4833_i_DiskState	FIO1.C:955	F1348_IsFloppyDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4834	L4834_B_FloppyDiskInDrive	FIO1.C:956	F1348_IsFloppyDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4836	L4836_i_Unreferenced	ANIMSND.C:513	F0060_SOUND_Play_CPSX	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:include/csb_v1_audio_runtime_pc34_compat.h:9	explicit_non_port_local_state
L	4838	L4838_i_TargetVerticalBlankCount	SWSH.C:2497	F0022_MAIN_SwooshDelay	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4839	L4839_FTLLogoBitmap	SWSH.C:2608	F0909_PlaySwooshSound	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_startup_playback_pc34_compat.c:32	explicit_non_port_local_state
L	4840	L4840_FTLLogo	SWSH.C:2609	F0909_PlaySwooshSound	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_startup_playback_pc34_compat.c:32	explicit_non_port_local_state
L	4841	L4841_Width	SWSH.C:2610	F0909_PlaySwooshSound	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_startup_playback_pc34_compat.c:32	explicit_non_port_local_state
L	4842	L4842_Height	SWSH.C:2611	F0909_PlaySwooshSound	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_startup_playback_pc34_compat.c:32	explicit_non_port_local_state
L	4844	L4844_l_SupervisorStack	SWSH.C:2509	F1374_ApplyPaletteAndWaitForDelay	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4848	L4848_l_SupervisorStack	SWSH.C:2540	F0902_DrawFTLLogo	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4849	L4849_ul_VerticalBlankCount	SWSH.C:2707	F0022_MAIN_SwooshDelay	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	4852	L4852_i_Unreferenced	SWSH.C:2798	F1379_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5000	L5000_i_SwitchOptionCount	SWITCH.C:468	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5001	L5001_l_SupervisorStack	VBLANK.C:376	F1372_SetVerticalBlankInterrupt	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5002	L5002_l_SupervisorStack	HINT002.C:37	F0924_SetCriticalErrorHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5003	L5003_i_FloppyDriveCount	SWITCH.C:60	F0924_SetCriticalErrorHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5004	L5004_i_Result	SWITCH.C:331	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5007	L5007_puc_HeaderBuffer	SWITCH.C:334	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5008	L5008_puc_SegmentHeadersBuffer	SWITCH.C:335	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5010	L5010_aui_Palette	SWITCH.C:337	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5011	L5011_ps_Header	SWITCH.C:338	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5012	L5012_ps_SegmentHeader	SWITCH.C:339	F1510_LoadDataFile	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5014	L5014_i_SwitchOptionIndex	SWITCH.C:414	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5015	L5015_i_Command	SWITCH.C:415	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5016	L5016_i_	SWITCH.C:416	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5017	L5017_l_VerticalBlankCount	SWITCH.C:417	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5018	L5018_l_Unreferenced	SWITCH.C:418	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5019	L5019_s_UDCommand	SWITCH.C:420	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5020	L5020_pc_NextFTLModuleToRun	SWITCH.C:419	F1513_MainLoop	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5027	L5027_Unreferenced	VDEO2.C:352	F1661_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5028	L5028_Unreferenced	VDEO2.C:353	F1661_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5029	L5029_Unreferenced	VDEO2.C:354	F1661_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5030	L5030_Unreferenced	VDEO2.C:355	F1661_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5031	L5031_l_SupervisorStack	VDEO1.C:156	F9025_VDEO_17_GetColorPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5032	L5032_l_SupervisorStack	VDEO1.C:211	F9026_SetColorPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5033	L5033_l_SupervisorStack	VDEO1.C:237	F9028_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5034	L5034_i_Width	VDEO1.C:342	F9030_VDEO_05_ExpandGraphicToBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5035	L5035_i_Height	VDEO1.C:343	F9030_VDEO_05_ExpandGraphicToBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5036	L5036_l_SupervisorStack	VDEO1.C:345	F9030_VDEO_05_ExpandGraphicToBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5041	L5041_l_SupervisorStack	VDEO1.C:678	F9032_VDEO_08_FillScreenBox	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5043	L5043_l_SupervisorStack	VDEO1.C:761	F9033_VDEO_09_HatchScreenBox	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5045	L5045_l_Unreferenced	VDEO1.C:850	F9034_VDEO_10_InvertScreenBox	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5047	L5047_l_SupervisorStack	VDEO1.C:952	F9041_VDEO_06_BlitToScreen	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5048	L5048_l_SupervisorStack	VDEO1.C:1165	F9035_VDEO_11_BlitFromScreenNoTransparency	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5056	L5056_l_SupervisorStack	VDEO1.C:1214	F9036_VDEO_12_BlitToScreenNoTransparency	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5066	L5066_Unreferenced	INT1.C:218	F1673_ExecuteSampleHandlers_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5070	L5070_l_SupervisorStack	INT1.C:232	F1674_AddInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5075	L5075_l_SupervisorStack	INT1.C:301	F1676_UninstallInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5078	L5078_ps_FIO1File	FIO1.C:179	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5080	L5080_ac_FileName	FIO1.C:181	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5081	L5081_ac_FileName	FIO1.C:182	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5082	L5082_ps_InfoData	FIO1.C:183	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5083	L5083_ps_FileLock	FIO1.C:184	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5086	L5086_i_Result	FIO1.C:175	F1323_FIO1_25_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5090	L5090_i_Result	FIO1.C:255	F1324_FIO1_24_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5093	L5093_ps_FIO1File	FIO1.C:271	F1325_FIO1_04_IsDiskWriteable	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5094	L5094_i_Result	FIO1.C:288	F1326_FIO1_05_FormatSaveDisk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5095	L5095_ps_FIO1File	FIO1.C:289	F1326_FIO1_05_FormatSaveDisk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5096	L5096_i_Result	FIO1.C:313	F1327_FIO1_23_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5098	L5098_ps_FIO1File	FIO1.C:315	F1327_FIO1_23_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5099	L5099_ps_InfoData	FIO1.C:316	F1327_FIO1_23_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5100	L5100_ps_FileLock	FIO1.C:317	F1327_FIO1_23_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5101	L5101_i_Result	FIO1.C:365	F1328_FIO1_22_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5103	L5103_ps_FileHandle	FIO1.C:388	F1329_FIO1_21_Open	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5104	L5104_i_Result	FIO1.C:389	F1329_FIO1_21_Open	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5105	L5105_ps_FIO1File	FIO1.C:390	F1329_FIO1_21_Open	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5106	L5106_ps_FileHandle	FIO1.C:420	F1330_FIO1_20_Create	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5107	L5107_i_Result	FIO1.C:421	F1330_FIO1_20_Create	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5108	L5108_ps_FIO1File	FIO1.C:422	F1330_FIO1_20_Create	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5109	L5109_i_Result	FIO1.C:456	F1331_FIO1_19_Close	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5110	L5110_ps_FIO1File	FIO1.C:457	F1331_FIO1_19_Close	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5111	L5111_i_Result	FIO1.C:483	F1332_FIO1_18_GetSize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5112	L5112_ps_FIO1File	FIO1.C:484	F1332_FIO1_18_GetSize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5113	L5113_l_Unreferenced	FIO1.C:485	F1332_FIO1_18_GetSize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5114	L5114_i_Result	FIO1.C:510	F1333_FIO1_17_Tell	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5115	L5115_ps_FIO1File	FIO1.C:511	F1333_FIO1_17_Tell	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5116	L5116_i_Result	FIO1.C:535	F1334_FIO1_16_Seek	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5117	L5117_ps_FIO1File	FIO1.C:536	F1334_FIO1_16_Seek	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5118	L5118_i_Result	FIO1.C:565	F1335_FIO1_15_Read	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5119	L5119_ps_FIO1File	FIO1.C:566	F1335_FIO1_15_Read	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5120	L5120_i_Result	FIO1.C:597	F1336_FIO1_14_Write	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5121	L5121_ps_FIO1File	FIO1.C:598	F1336_FIO1_14_Write	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5123	L5123_i_Result	FIO1.C:671	F1338_FIO1_12_Delete	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5124	L5124_ps_FIO1File	FIO1.C:672	F1338_FIO1_12_Delete	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5125	L5125_i_Result	FIO1.C:701	F1339_FIO1_11_Rename	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5126	L5126_ps_FIO1File	FIO1.C:702	F1339_FIO1_11_Rename	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5127	L5127_ps_FIO1File	FIO1.C:703	F1339_FIO1_11_Rename	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5128	L5128_i_DriveIndex	FIO1.C:731	F1340_FIO1_09_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5130	L5130_ps_FIO1File	FIO1.C:748	F1341_FIO1_10_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5132	L5132_ps_FIO1File	FIO1.C:848	F1346_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5134	L5134_i_DriveIndex	FIO1.C:830	F1345_InitializeData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5139	L5139_ps_FIO1File	FIO1.C:769	F1342_FIO1_08_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5140	L5140_ac_FileName	FIO1.C:770	F1342_FIO1_08_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5141	L5141_i_Result	FIO1.C:796	F1343_FIO1_06_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5142	L5142_ps_FIO1File	FIO1.C:797	F1343_FIO1_06_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5143	L5143_ui_FloppyDriveIndex	FIO1.C:865	F1347_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5147	L5147_ps_FIO1File	FIO1.C:869	F1347_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5148	L5148_ps_Process	FIO1.C:870	F1347_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5152	L5152_ac_Unreferenced	FIO1.C:257	F1324_FIO1_24_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5160	L5160_RawKeyCode	USIO2.C:278	F1172_QueueMouseAndKeyboardInput	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5165	L5165_i_TrackIndex	MUSCMIDI.C:100	F8493_GetTrackAddresses	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5166	L5166_l_TrackByteCount	MUSCMIDI.C:101	F8493_GetTrackAddresses	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5167	L5167_ppuc_MIDITrackAddresses	MUSCMIDI.C:102	F8493_GetTrackAddresses	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5168	L5168_i_	MUSCMIDI.C:135	F1704_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5176	L5176_i_Unreferenced	MUSCOPM.C:171	F8485_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5178	L5178_i_Unreferenced	MUSCMIDI.C:147	F8495_LoadMIDIData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5179	L5179_i_Result	SWITCH.C:80	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5180	L5180_l_ByteCount	SWITCH.C:81	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5181	L5181_puc_HeaderBuffer	SWITCH.C:82	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5182	L5182_puc_SegmentHeadersBuffer	SWITCH.C:83	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5183	L5183_ps_Header	SWITCH.C:84	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5184	L5184_ps_SegmentHeaders	SWITCH.C:85	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5185	L5185_i_FileHandle	SWITCH.C:86	F1503_ReadFTLHeaders	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5187	L5187_i_SegmentIndex	SWITCH.C:153	F1504_LoadSegment	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5188	L5188_i_FileHandle	SWITCH.C:154	F1504_LoadSegment	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5190	L5190_i_Result	SWITCH.C:156	F1504_LoadSegment	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5191	L5191_i_SwitchOptionIndex	SWITCH.C:231	F1506_SetMouseInputFromSwitchOptions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5192	L5192_i_MouseInputIndex	SWITCH.C:232	F1506_SetMouseInputFromSwitchOptions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5193	L5193_as_MouseInput	SWITCH.C:233	F1506_SetMouseInputFromSwitchOptions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5195	L5195_i_Result	SWITCH.C:258	F1507_DrawSwitchOptionBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5196	L5196_puc_TemporaryBuffer	SWITCH.C:259	F1507_DrawSwitchOptionBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5197	L5197_puc_Bitmap	SWITCH.C:260	F1507_DrawSwitchOptionBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5198	L5198_ai_XYZ	SWITCH.C:261	F1507_DrawSwitchOptionBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5199	L5199_i_Unreferenced	SWITCH.C:257	F1507_DrawSwitchOptionBitmap	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5200	L5200_i_SwitchOptionIndex	SWITCH.C:299	F1508_FreeMemoryOfAllSwitchOptionGraphics	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5201	L5201_ac_Unreference	SWITCH.C:314	F1509_Initialization	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5202	L5202_pps_InputInfo	COMMAND.C:2836	F0359_COMMAND_ProcessClick_CPSC	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:14417	explicit_non_port_local_state
L	5203	L5203_i_InputInfoIndex	COMMAND.C:2839	F0359_COMMAND_ProcessClick_CPSC	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:14417	explicit_non_port_local_state
L	5212	L5212_l_SupervisorStack	UTSTWKS.C:19	F1524_VerticalBlankClearPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5223	L5223_puc_Buffer	SWITCHMM.C:10	F1650_AllocateMemory	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5225	L5225_pc_	STRING.C:461	F7101_sprintf	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5226	L5226_i_Requirements	SWITCHMM.C:9	F1650_AllocateMemory	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5229	L5229_i_Character	UTDEBUG.C:103	F1760_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5233	L5233_B_Backup	UTDEBUG.C:167	F1764_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5235	L5235_B_Backup	UTDEBUG.C:194	F1765_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm2/dm2_v1_weather.c:15	explicit_non_port_local_state
L	5237	L5237_i_Unreferenced	UTERROR.C:49	F1768_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5252	L5252_pui_PaletteRegister	PALETTE.C:431	F1779_SwapPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	5253	L5253_ui_ColorIndex	PALETTE.C:432	F1779_SwapPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
