reference	symbol	disposition	owner	evidence	notes
ReDMCSB	F1571_AES_graf_dragbox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1572_AES_graf_movebox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1573_AES_graf_growbox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1574_AES_graf_shrinkbox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1575_AES_graf_watchbox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1576_AES_graf_slidebox	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1577_AES_graf_handle	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1579_AES_graf_mkstate	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1580_AES_scrp_read	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1581_AES_scrp_write	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1582_AES_fsel_input	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1583_AES_wind_create	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1584_AES_wind_open	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1585_AES_wind_close	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1586_AES_wind_delete	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1587_AES_wind_get	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1588_AES_wind_set	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1589_AES_wind_find	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1590_AES_wind_update	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1591_AES_wind_calc	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1592_AES_rsrc_load	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1593_AES_rsrc_free	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1594_AES_rsrc_gaddr	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1595_AES_rsrc_saddr	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1596_AES_rsrc_obfix	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1597_AES_shel_read	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1598_AES_shel_write	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1599_AES_shel_get	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1600_AES_shel_put	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1601_AES_shel_find	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1602_AES_shel_envrn	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	AES: GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
ReDMCSB	F1608_VDI_v_opnwk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1609_VDI_v_clswk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1610_VDI_v_opnvwk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1611_VDI_v_clsvwk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1612_VDI_v_clrwk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1613_VDI_v_updwk	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1614_VDI_vst_load_fonts	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1615_VDI_vst_unload_fonts	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1616_VDI_vs_clip	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1617_VDI_vsin_mode	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1618_VDI_vrq_locator	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1619_VDI_vrq_locator	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1620_VDI_vrq_valuator	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1621_VDI_vrq_valuator	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1622_VDI_vrq_choice	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1623_VDI_vrq_choice	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1624_VDI_vrq_string	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1625_VDI_vrq_string	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1626_VDI_vsc_form	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1627_VDI_vex_timv	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1633_VDI_vex_curv	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1634_VDI_vq_key_s	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1635_VDI_v_curhome	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	VDI: GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
ReDMCSB	F1685_InstallMouseInterruptHandler	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	F1687_UninstallMouseInterruptHandler	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	F182_aqzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F195_akzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F196_aozz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F218_ezzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F227_qzzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F461_AA08_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F468_ozzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F469_rzzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F470_xzzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	F480_AA07_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	Atari-ST-PRIM-ABI-alias: Atari ST/PRIM linker alias, not an independently callable portable behavior.
ReDMCSB	R0138_CPSEF_HiddenCodeLauncher	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	R138_lzzz_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0016_MAIN_DrawMousePointerHiddenScreenAreaIfNecessary_CPSDF	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0059_TOS_SetException257Vector_CriticalError	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0072_MOUSE_DrawPointerHiddenScreenArea	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0542_INPUT_DeviceInterruptStub	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0570_COPYPROA_IntHandlerStub_CPSX	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0574_COPYPROB_DiskChangeStub_CPSX	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S0578_VerticalBlank_HandlerStub	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	S059_aaac_	NON_APPLICABLE_PLATFORM_BOUNDARY	DM1/CSB	docs/reference/audits/REDMCSB_MISSING_PLATFORM_BOUNDARIES.tsv	exception-R/E/S: Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
ReDMCSB	E061_aAA6_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:5; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F003_aaaS_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:6; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F006_aamz_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:7; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F007_aAA7_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:8; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F008_aA19_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:9; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F009_aA49_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:10; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F010_aAA7_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:11; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F020_aAA5_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:14; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F021_a002_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:15; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F022_aaaU_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:16; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F023_aarz_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:17; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F024_aatz_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:18; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F025_aatz_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:19; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F026_a003_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:20; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F027_AA59_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:21; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F028_a000_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:22; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F029_AA19_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:23; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F030_aaaW_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:24; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F031_aAA2_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:25; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F032_aaaY_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:26; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F033_aaaz_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:27; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F034_aaau_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:28; not an independently callable portable Firestaff runtime symbol.
ReDMCSB	F036_aA19_	NON_APPLICABLE_PLATFORM_ALIAS	DM1/CSB	docs/reference/audits/REDMCSB_CALLABLE_SYMBOL_FULL_AUDIT.tsv	Atari ST/PRIM ABI alias at ATARIST.H:30; not an independently callable portable Firestaff runtime symbol.
