symbol	kind	family	reference_source	baseline_status	disposition	evidence
F1333_FIO1_17_Tell	F	FIO1	FIO1.C:506	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1334_FIO1_16_Seek	F	FIO1	FIO1.C:531	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1335_FIO1_15_Read	F	FIO1	FIO1.C:560	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1336_FIO1_14_Write	F	FIO1	FIO1.C:592	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1337_FIO1_13_Lock	F	FIO1	FIO1.C:634	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1338_FIO1_12_Delete	F	FIO1	FIO1.C:668	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1339_FIO1_11_Rename	F	FIO1	FIO1.C:697	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1340_FIO1_09_	F	FIO1	FIO1.C:728	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1341_FIO1_10_	F	FIO1	FIO1.C:745	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1342_FIO1_08_	F	FIO1	FIO1.C:762	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1343_FIO1_06_	F	FIO1	FIO1.C:791	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
